BANANA                   ;PRATA               ;4629;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;1;VAREJO                                                      ;0,59
BANANA                   ;NANICA              ;4627;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;1;VAREJO                                                      ;1,09
BANANA                   ;NANICA              ;4627;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;1;VAREJO                                                      ;0,89
BANANA                   ;PRATA               ;4629;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;1;VAREJO                                                      ;0,61
BANANA                   ;PRATA               ;4629;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;1;VAREJO                                                      ;1,1
BANANA                   ;NANICA              ;4627;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;1;VAREJO                                                      ;1,02
BANANA                   ;NANICA              ;4627;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;1;VAREJO                                                      ;0,97
BANANA                   ;PRATA               ;4629;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;1;VAREJO                                                      ;0,75
BANANA                   ;PRATA               ;4629;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;2;VAREJO                                                      ;0,92
BANANA                   ;NANICA              ;4627;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;2;VAREJO                                                      ;1,44
BANANA                   ;NANICA              ;4627;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,71
BANANA                   ;PRATA               ;4629;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;2;VAREJO                                                      ;4,47
BANANA                   ;NANICA              ;4627;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;2;VAREJO                                                      ;1,72
BANANA                   ;PRATA               ;4629;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;2;VAREJO                                                      ;0,82
BANANA                   ;NANICA              ;4627;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;2;VAREJO                                                      ;1,06
BANANA                   ;PRATA               ;4629;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;2;VAREJO                                                      ;0,72
BANANA                   ;PRATA               ;4629;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,65
BANANA                   ;NANICA              ;4627;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,86
BANANA                   ;PRATA               ;4629;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,55
BANANA                   ;NANICA              ;4627;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;0,67
BANANA                   ;PRATA               ;4629;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;0,7
BANANA                   ;PRATA               ;4629;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;2;VAREJO                                                      ;0,63
BANANA                   ;NANICA              ;4627;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;2;VAREJO                                                      ;0,67
BANANA                   ;NANICA              ;4627;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;0,76
BANANA                   ;PRATA               ;4629;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;0,71
BANANA                   ;PRATA               ;4629;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,7
BANANA                   ;NANICA              ;4627;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,72
BANANA                   ;PRATA               ;4629;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2026;2;VAREJO                                                      ;0,63
BANANA                   ;NANICA              ;4627;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2026;2;VAREJO                                                      ;0,73
BANANA                   ;NANICA              ;4627;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;0,91
BANANA                   ;PRATA               ;4629;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;1,12
BANANA                   ;PRATA               ;4629;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;1,18
BANANA                   ;NANICA              ;4627;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2026;2;VAREJO                                                      ;0,98
BANANA                   ;NANICA              ;4627;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2026;2;VAREJO                                                      ;1,04
BANANA                   ;PRATA               ;4629;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2026;2;VAREJO                                                      ;0,81
BANANA                   ;PRATA               ;4629;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2026;2;VAREJO                                                      ;4,24
BANANA                   ;NANICA              ;4627;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,77
BANANA                   ;NANICA              ;4627;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,75
BANANA                   ;PRATA               ;4629;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2026;2;VAREJO                                                      ;4,51
BANANA                   ;PRATA               ;4629;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,69
BANANA                   ;NANICA              ;4627;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,94
BANANA                   ;NANICA              ;4627;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2026;2;VAREJO                                                      ;0,71
BANANA                   ;PRATA               ;4629;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2026;2;VAREJO                                                      ;0,71
BANANA                   ;PRATA               ;4629;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2026;2;VAREJO                                                      ;0,89
BANANA                   ;NANICA              ;4627;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2026;2;VAREJO                                                      ;0,98
BANANA                   ;NANICA              ;4627;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,73
BANANA                   ;PRATA               ;4629;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2026;2;VAREJO                                                      ;4,07
BANANA                   ;PRATA               ;4629;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2026;2;VAREJO                                                      ;0,96
BANANA                   ;NANICA              ;4627;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2026;2;VAREJO                                                      ;1,13
BANANA                   ;NANICA              ;4627;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2026;2;VAREJO                                                      ;1,29
BANANA                   ;PRATA               ;4629;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2026;2;VAREJO                                                      ;0,74
BANANA                   ;PRATA               ;4629;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2026;2;VAREJO                                                      ;0,82
BANANA                   ;NANICA              ;4627;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2026;2;VAREJO                                                      ;0,88
BANANA                   ;NANICA              ;4627;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;2;VAREJO                                                      ;1,05
BANANA                   ;PRATA               ;4629;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;2;VAREJO                                                      ;0,53
BANANA                   ;PRATA               ;4629;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,62
BANANA                   ;NANICA              ;4627;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;2;VAREJO                                                      ;0,86
BANANA                   ;NANICA              ;4627;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;2;VAREJO                                                      ;1,0
BANANA                   ;PRATA               ;4629;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;2;VAREJO                                                      ;1,1
BANANA                   ;PRATA               ;4629;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;2;VAREJO                                                      ;0,7
BANANA                   ;NANICA              ;4627;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;2;VAREJO                                                      ;0,85
BANANA                   ;PRATA               ;4629;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;3;VAREJO                                                      ;0,87
BANANA                   ;NANICA              ;4627;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;3;VAREJO                                                      ;1,37
BANANA                   ;PRATA               ;4629;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;3;VAREJO                                                      ;4,68
BANANA                   ;NANICA              ;4627;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,77
BANANA                   ;NANICA              ;4627;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;3;VAREJO                                                      ;1,18
BANANA                   ;PRATA               ;4629;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;3;VAREJO                                                      ;0,83
BANANA                   ;PRATA               ;4629;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;3;VAREJO                                                      ;0,74
BANANA                   ;NANICA              ;4627;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;3;VAREJO                                                      ;1,05
BANANA                   ;NANICA              ;4627;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,9
BANANA                   ;PRATA               ;4629;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,69
BANANA                   ;PRATA               ;4629;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,56
BANANA                   ;NANICA              ;4627;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,92
BANANA                   ;NANICA              ;4627;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;0,75
BANANA                   ;PRATA               ;4629;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;0,73
BANANA                   ;PRATA               ;4629;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;3;VAREJO                                                      ;0,66
BANANA                   ;NANICA              ;4627;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;3;VAREJO                                                      ;0,69
BANANA                   ;PRATA               ;4629;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;0,72
BANANA                   ;NANICA              ;4627;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;0,83
BANANA                   ;NANICA              ;4627;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,73
BANANA                   ;PRATA               ;4629;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,7
BANANA                   ;PRATA               ;4629;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2026;3;VAREJO                                                      ;0,72
BANANA                   ;NANICA              ;4627;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2026;3;VAREJO                                                      ;0,84
BANANA                   ;PRATA               ;4629;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;1,07
BANANA                   ;NANICA              ;4627;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;1,02
BANANA                   ;PRATA               ;4629;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;1,22
BANANA                   ;NANICA              ;4627;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;1,03
BANANA                   ;NANICA              ;4627;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2026;3;VAREJO                                                      ;1,07
BANANA                   ;PRATA               ;4629;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2026;3;VAREJO                                                      ;0,84
BANANA                   ;PRATA               ;4629;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2026;3;VAREJO                                                      ;4,25
BANANA                   ;NANICA              ;4627;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,73
BANANA                   ;NANICA              ;4627;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,76
BANANA                   ;PRATA               ;4629;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2026;3;VAREJO                                                      ;4,6
BANANA                   ;PRATA               ;4629;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,71
BANANA                   ;NANICA              ;4627;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,9
BANANA                   ;PRATA               ;4629;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2026;3;VAREJO                                                      ;0,71
BANANA                   ;NANICA              ;4627;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2026;3;VAREJO                                                      ;0,76
BANANA                   ;NANICA              ;4627;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2026;3;VAREJO                                                      ;1,0
BANANA                   ;PRATA               ;4629;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2026;3;VAREJO                                                      ;0,93
BANANA                   ;NANICA              ;4627;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,81
BANANA                   ;PRATA               ;4629;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2026;3;VAREJO                                                      ;4,54
BANANA                   ;PRATA               ;4629;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2026;3;VAREJO                                                      ;0,95
BANANA                   ;NANICA              ;4627;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2026;3;VAREJO                                                      ;1,16
BANANA                   ;NANICA              ;4627;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2026;3;VAREJO                                                      ;1,27
BANANA                   ;PRATA               ;4629;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2026;3;VAREJO                                                      ;0,77
BANANA                   ;PRATA               ;4629;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2026;3;VAREJO                                                      ;0,84
BANANA                   ;NANICA              ;4627;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2026;3;VAREJO                                                      ;0,93
BANANA                   ;NANICA              ;4627;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;3;VAREJO                                                      ;1,03
BANANA                   ;PRATA               ;4629;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;3;VAREJO                                                      ;0,57
BANANA                   ;PRATA               ;4629;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,63
BANANA                   ;NANICA              ;4627;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;3;VAREJO                                                      ;0,87
BANANA                   ;NANICA              ;4627;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;3;VAREJO                                                      ;1,02
BANANA                   ;PRATA               ;4629;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;3;VAREJO                                                      ;1,05
BANANA                   ;PRATA               ;4629;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;3;VAREJO                                                      ;0,71
BANANA                   ;NANICA              ;4627;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;3;VAREJO                                                      ;0,85
BANANA                   ;NANICA              ;4627;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;4;VAREJO                                                      ;1,39
BANANA                   ;PRATA               ;4629;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;4;VAREJO                                                      ;0,88
BANANA                   ;PRATA               ;4629;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;4;VAREJO                                                      ;4,81
BANANA                   ;NANICA              ;4627;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,74
BANANA                   ;NANICA              ;4627;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;4;VAREJO                                                      ;1,45
BANANA                   ;PRATA               ;4629;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;4;VAREJO                                                      ;0,81
BANANA                   ;PRATA               ;4629;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;4;VAREJO                                                      ;0,74
BANANA                   ;NANICA              ;4627;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;4;VAREJO                                                      ;1,05
BANANA                   ;PRATA               ;4629;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,69
BANANA                   ;NANICA              ;4627;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,95
BANANA                   ;NANICA              ;4627;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,88
BANANA                   ;PRATA               ;4629;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,57
BANANA                   ;NANICA              ;4627;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;0,76
BANANA                   ;PRATA               ;4629;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;0,74
BANANA                   ;NANICA              ;4627;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;4;VAREJO                                                      ;0,69
BANANA                   ;PRATA               ;4629;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;4;VAREJO                                                      ;0,7
BANANA                   ;NANICA              ;4627;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;0,82
BANANA                   ;PRATA               ;4629;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;0,77
BANANA                   ;PRATA               ;4629;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,71
BANANA                   ;NANICA              ;4627;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,72
BANANA                   ;NANICA              ;4627;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2026;4;VAREJO                                                      ;0,72
BANANA                   ;PRATA               ;4629;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2026;4;VAREJO                                                      ;0,76
BANANA                   ;NANICA              ;4627;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;0,97
BANANA                   ;PRATA               ;4629;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;1,07
BANANA                   ;PRATA               ;4629;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;1,21
BANANA                   ;NANICA              ;4627;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;1,05
BANANA                   ;NANICA              ;4627;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2026;4;VAREJO                                                      ;1,1
BANANA                   ;PRATA               ;4629;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2026;4;VAREJO                                                      ;0,86
BANANA                   ;PRATA               ;4629;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2026;4;VAREJO                                                      ;4,59
BANANA                   ;NANICA              ;4627;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,84
BANANA                   ;NANICA              ;4627;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,87
BANANA                   ;PRATA               ;4629;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2026;4;VAREJO                                                      ;5,28
BANANA                   ;PRATA               ;4629;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,71
BANANA                   ;NANICA              ;4627;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,95
BANANA                   ;NANICA              ;4627;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2026;4;VAREJO                                                      ;0,71
BANANA                   ;PRATA               ;4629;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2026;4;VAREJO                                                      ;0,71
BANANA                   ;PRATA               ;4629;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2026;4;VAREJO                                                      ;0,93
BANANA                   ;NANICA              ;4627;RIO DE JANEIRO-RJ                                 ;3304557                       ;RJ        ;SUDESTE        ;2026;4;VAREJO                                                      ;0,94
BANANA                   ;NANICA              ;4627;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,89
BANANA                   ;PRATA               ;4629;NATAL-RN                                          ;2408102                       ;RN        ;NORDESTE       ;2026;4;VAREJO                                                      ;4,79
BANANA                   ;PRATA               ;4629;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2026;4;VAREJO                                                      ;1,01
BANANA                   ;NANICA              ;4627;PORTO VELHO-RO                                    ;1100205                       ;RO        ;NORTE          ;2026;4;VAREJO                                                      ;1,19
BANANA                   ;NANICA              ;4627;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2026;4;VAREJO                                                      ;1,25
BANANA                   ;PRATA               ;4629;BOA VISTA-RR                                      ;1400100                       ;RR        ;NORTE          ;2026;4;VAREJO                                                      ;0,8
BANANA                   ;PRATA               ;4629;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2026;4;VAREJO                                                      ;0,81
BANANA                   ;NANICA              ;4627;PORTO ALEGRE-RS                                   ;4314902                       ;RS        ;SUL            ;2026;4;VAREJO                                                      ;0,92
BANANA                   ;NANICA              ;4627;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;4;VAREJO                                                      ;1,08
BANANA                   ;PRATA               ;4629;FLORIANÓPOLIS-SC                                  ;4205407                       ;SC        ;SUL            ;2026;4;VAREJO                                                      ;0,57
BANANA                   ;PRATA               ;4629;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,69
BANANA                   ;NANICA              ;4627;ARACAJU-SE                                        ;2800308                       ;SE        ;NORDESTE       ;2026;4;VAREJO                                                      ;0,87
BANANA                   ;NANICA              ;4627;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;4;VAREJO                                                      ;1,04
BANANA                   ;PRATA               ;4629;SÃO PAULO-SP                                      ;3550308                       ;SP        ;SUDESTE        ;2026;4;VAREJO                                                      ;1,07
BANANA                   ;PRATA               ;4629;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;4;VAREJO                                                      ;0,72
BANANA                   ;NANICA              ;4627;PALMAS-TO                                         ;1721000                       ;TO        ;NORTE          ;2026;4;VAREJO                                                      ;0,87
BANANA                   ;NANICA              ;4627;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;5;VAREJO                                                      ;0,67
BANANA                   ;PRATA               ;4629;RIO BRANCO-AC                                     ;1200401                       ;AC        ;NORTE          ;2026;5;VAREJO                                                      ;0,71
BANANA                   ;NANICA              ;4627;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;5;VAREJO                                                      ;0,48
BANANA                   ;PRATA               ;4629;MACEIÓ-AL                                         ;2704302                       ;AL        ;NORDESTE       ;2026;5;VAREJO                                                      ;4,01
BANANA                   ;NANICA              ;4627;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;5;VAREJO                                                      ;0,83
BANANA                   ;PRATA               ;4629;MANAUS-AM                                         ;1302603                       ;AM        ;NORTE          ;2026;5;VAREJO                                                      ;0,73
BANANA                   ;NANICA              ;4627;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;5;VAREJO                                                      ;0,57
BANANA                   ;PRATA               ;4629;MACAPÁ-AP                                         ;1600303                       ;AP        ;NORTE          ;2026;5;VAREJO                                                      ;0,61
BANANA                   ;PRATA               ;4629;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;5;VAREJO                                                      ;0,58
BANANA                   ;NANICA              ;4627;SALVADOR-BA                                       ;2927408                       ;BA        ;NORDESTE       ;2026;5;VAREJO                                                      ;0,47
BANANA                   ;NANICA              ;4627;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;5;VAREJO                                                      ;0,48
BANANA                   ;PRATA               ;4629;FORTALEZA-CE                                      ;2304400                       ;CE        ;NORDESTE       ;2026;5;VAREJO                                                      ;0,54
BANANA                   ;NANICA              ;4627;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;0,38
BANANA                   ;PRATA               ;4629;BRASÍLIA-DF                                       ;5300108                       ;DF        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;0,63
BANANA                   ;PRATA               ;4629;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;5;VAREJO                                                      ;0,59
BANANA                   ;NANICA              ;4627;VITÓRIA-ES                                        ;3205309                       ;ES        ;SUDESTE        ;2026;5;VAREJO                                                      ;0,39
BANANA                   ;PRATA               ;4629;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;0,62
BANANA                   ;NANICA              ;4627;GOIÂNIA-GO                                        ;5208707                       ;GO        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;0,42
BANANA                   ;PRATA               ;4629;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2026;5;VAREJO                                                      ;0,6
